UL,UF,UQA,UTS,URB,URN,URF,URC,USC,RL,RR,RPN,RS,SA,SS,SRN,SUN,label
0.155555556,0.737472583,0.991624791,0.017432647,0.492424242,0.667774086,0.002532762,0.32742537,0.009950259,0.006923014,0.999982574,0,0.046557793,0.878629257,0.907668342,0.093825291,0.093343429,1
0.4,0.921882909,0.998095238,0.223454834,0.424242424,0.245847176,0.001179847,0.766216208,1.00E-08,0.016948751,1.196715961,0,0.026950225,0.859421922,0.899702703,0.104961126,0.104590892,1
0.533333333,0.785557618,0.059701493,0,0.015151515,0.182724252,0.000211877,0.036818181,1.00E-08,0.013097325,1.213879689,0,0.031446377,0.91952862,0.940278788,0.309090909,0.306102117,1
0.577777778,0.798549013,0,0,0.015151515,0.19269103,0.000231422,0.034913793,1.00E-08,0.015216325,0.979189454,0,0.036156474,0.920498084,0.936747126,0.268540387,0.266650921,0
0.644444445,0.797199258,0.008474576,0,0.015151515,0.179401993,0.000189522,0.0375,1.00E-08,0.016845003,1.087668353,0,0.035844859,0.91563786,0.920679012,0.289446981,0.287417555,0
0.644444445,0.79939261,0.110236221,0,0.015151515,0.172757475,0.000292266,0.038942307,1.00E-08,0.013896294,0.939461349,0,0.039946585,0.920405983,0.931576923,0.287671233,0.283719705,1
0.644444445,0.79956133,0.134920635,0,0.015151515,0.169435216,0.000260928,0.039705882,1.00E-08,0.014762278,1.085042378,0,0.0401202,0.917574437,0.943581699,0.276658609,0.274241203,1
0.688888889,0.794837186,0.206451613,0,0.015151515,0.176079734,0.000157979,0.038207547,1.00E-08,0.018214207,0.982083564,0,0.049439306,0.911425577,0.924742138,0.268803308,0.266477126,1
0.555555556,0.793824869,0.081481482,0,0.015151515,0.179401993,0.000205793,0.0375,1.00E-08,0.013631045,1.139002158,0,0.040996844,0.916838134,0.91691358,0.265347539,0.261542364,1
0.6,0.795680783,0.113636364,0,0.015151515,0.182724252,0.000292304,0.036818181,1.00E-08,0.017076377,1.041422982,0,0.047217183,0.906734007,0.929539394,0.278206725,0.275716065,1
0.622222222,0.798380294,0.238095238,0,0.015151515,0.205980066,0.000235591,0.03266129,1.00E-08,0.013292001,0.924317665,0,0.046486185,0.917637395,0.931752688,0.256296951,0.253866549,1
0.555555556,0.795680783,0.202614379,0,0.015151515,0.196013289,0.000217629,0.034322034,1.00E-08,0.016907239,1.109773147,0,0.032113354,0.913998745,0.92840678,0.276758765,0.273276062,1
0.644444445,0.798211574,0.157142857,0,0.015151515,0.172757475,0.000213031,0.038942307,1.00E-08,0.013386651,1.044945744,0,0.038867826,0.912037037,0.939782051,0.31032666,0.308219178,1
0.666666667,0.797367977,0.080645161,0,0.007575758,0.169435216,0.000195985,0.019852941,1.00E-08,0.012417353,1.079996232,0,0.04483402,0.919208424,0.926627451,0.270749396,0.269406393,1
0.622222222,0.800404927,0.25,0,0.015151515,0.176079734,0.000196518,0.038207547,1.00E-08,0.015138301,1.207384102,0,0.031599093,0.925751223,0.939220126,0.253295425,0.250710778,1
0.6,0.798380294,0,0,0.015151515,0.172757475,0.000218414,0.038942307,0.019230779,0.014016576,0.924614035,0,0.043868496,0.913761801,0.928392157,0.267794789,0.264840183,0
0.6,0.798211574,0.18487395,0,0.015151515,0.172757475,0.00020984,0.038942307,1.00E-08,0.012851837,1.155379244,0,0.050774753,0.926816239,0.930961538,0.277133825,0.273182297,1
0.555555556,0.798886452,0.123076923,0,0.015151515,0.189368771,0.000217757,0.035526315,0.017543869,0.012930711,1.345690284,0,0.041105857,0.920800265,0.931190476,0.32925636,0.325342466,1
0.577777778,0.800573646,0,0,0.015151515,0.179401993,0.000189436,0.0375,1.00E-08,0.017927277,1.055397766,0,0.046169935,0.907750343,0.939938272,0.235413496,0.234906139,0
0.666666667,0.79939261,0,0,0.015151515,0.212624585,0.000236072,0.031640625,1.00E-08,0.01588204,0.977117661,0,0.030153803,0.910300926,0.924041667,0.305650685,0.303296233,0
0.622222222,0.794331028,0.225352113,0,0.015151515,0.196013289,0.00021499,0.034322034,1.00E-08,0.017815455,1.143670861,0,0.037251987,0.921531701,0.92740113,0.288832134,0.284652891,1
0.577777778,0.801079804,0.098591549,0,0.007575758,0.172757475,0.00014062,0.019471154,1.00E-08,0.016778494,1.087223748,0,0.029618435,0.917200855,0.930833333,0.278187566,0.275026344,1
0.711111111,0.800404927,0,0,0.007575758,0.176079734,0.000195313,0.019103773,1.00E-08,0.014558135,1.108745703,0,0.041566283,0.927410901,0.94281761,0.252003102,0.250193849,0
0.577777778,0.802092121,0.02238806,0,0.015151515,0.19269103,0.000239369,0.034913793,1.00E-08,0.01648076,1.258468975,0,0.038369888,0.929757344,0.936551724,0.320500709,0.318611242,1
0.755555556,0.797705416,0,0,0.015151515,0.19269103,0.000287334,0.034913793,1.00E-08,0.012279189,1.039279513,0,0.030336077,0.916826309,0.92254023,0.274444969,0.27019367,0
0.577777778,0.800573646,0.178294574,0,0.015151515,0.179401993,0.000198063,0.0375,1.00E-08,0.012989434,0.995622396,0,0.036686726,0.919067215,0.942617284,0.246067986,0.243784881,1
0.666666667,0.797536696,0.178082192,0,0.015151515,0.186046512,0.000178863,0.036160714,0.017857153,0.014204982,1.174346434,0,0.03812116,0.915488215,0.932836364,0.333499377,0.328518057,1
0.644444445,0.793318711,8.77E-11,0,0.015151515,0.172757475,0.000142394,0.038942307,1.00E-08,0.014856281,1.043813775,0,0.030559819,0.918803419,0.932974359,0.276606955,0.272391992,0
0.6,0.80242956,0.075630252,0,0.015151515,0.179401993,0.000227426,0.0375,0.018518528,0.011900694,1.06601942,0,0.04093202,0.930118798,0.926264151,0.251227707,0.248384596,1
0.577777778,0.796693099,0.11627907,0,0.015151515,0.189368771,0.000212357,0.035526315,1.00E-08,0.013156802,1.127170366,0,0.041087676,0.929174789,0.937555556,0.288872867,0.287190579,1
0.6,0.79956133,0.098360656,0,0.015151515,0.189368771,0.000176571,0.035526315,1.00E-08,0.012803639,1.000366852,0,0.034283341,0.920808967,0.924912281,0.25210286,0.250420572,1
0.644444445,0.803104437,0.064,0,0.015151515,0.189368771,0.000212054,0.035526315,1.00E-08,0.016883963,1.110143148,0,0.039316577,0.91991553,0.922362573,0.276856525,0.273491949,1
0.577777778,0.791294078,0,0,0.015151515,0.189368771,0.000244007,0.035526315,1.00E-08,0.015883658,1.018426743,0,0.05098436,0.913255361,0.928865497,0.25666907,0.253304494,0
0.688888889,0.801585963,0.053030303,0,0.015151515,0.179401993,0.000240385,0.0375,1.00E-08,0.022157785,0.964441854,0,0.043675814,0.904578189,0.929938272,0.299847793,0.297057331,1
0.622222222,0.797367977,0.125984252,0,0.015151515,0.176079734,0.000214429,0.038207547,1.00E-08,0.015227765,1.179360361,0,0.036754779,0.91160028,0.936666667,0.264667873,0.263117085,1
0.644444445,0.794499747,0.175182482,0,0.015151515,0.172757475,0.000226449,0.038942307,1.00E-08,0.014624118,1.068559298,0,0.049556088,0.915420228,0.931051282,0.248946259,0.246048472,1
0.644444445,0.79939261,0.094202899,0,0.015151515,0.169435216,0.000200119,0.039705882,1.00E-08,0.014356717,0.981381642,0,0.032759857,0.917937545,0.932339869,0.318560301,0.314262691,1
0.6,0.802598279,0.025423729,0,0.015151515,0.199335548,0.000225577,0.03375,0.016666676,0.035419602,1.195073889,0,0.036510745,0.92482737,0.929220339,0.278384026,0.275133504,1
0.6,0.79956133,0.198412698,0,0.015151515,0.209302326,0.000258095,0.032142857,1.00E-08,0.013124191,0.980839702,0,0.046862518,0.922986479,0.927534392,0.263970428,0.26070885,1
0.577777778,0.802598279,0.120967742,0,0.022727273,0.212624585,0.000298864,0.047460937,1.00E-08,0.016394301,0.981138809,0,0.039254802,0.92578125,0.939447917,0.271618151,0.268835616,1
0.644444445,0.798380294,0,0,0.015151515,0.196013289,0.000217423,0.034322034,1.00E-08,0.014288602,1.050701564,0,0.039336476,0.917765223,0.925118644,0.274669143,0.271186441,0
0.577777778,0.802766998,0,0,0.007575758,0.189368771,0.000224226,0.017763158,1.00E-08,0.01239484,0.926710337,0,0.033359915,0.912930474,0.925076023,0.273491949,0.271569334,0
0.577777778,0.797705416,0,0,0.022727273,0.23255814,0.00018703,0.043392857,0.028571438,0.016915697,1.010484028,0,0.035985227,0.923134532,0.927411765,0.314262691,0.310032232,1
0.622222222,0.797705416,0,0,0.015151515,0.169435216,0.000181273,0.039705882,1.00E-08,0.01503607,1.059811648,0,0.039714079,0.913943355,0.918196078,0.267794789,0.26376578,0
0.577777778,0.800236207,0.191176471,0,0.015151515,0.169435216,0.000303225,0.039705882,1.00E-08,0.016172877,1.104072797,0,0.052361412,0.912672476,0.92351634,0.28203062,0.276927209,1
0.644444445,0.798380294,0.044444445,0,0.015151515,0.172757475,0.000218649,0.038942307,1.00E-08,0.0152725,1.05752912,0,0.036820585,0.924501425,0.927884615,0.300579557,0.297418335,0
0.6,0.798549013,0.062068966,0,0.015151515,0.179401993,0.000188337,0.0375,1.00E-08,0.01832377,1.171272746,0,0.044905404,0.918038409,0.916407407,0.269152714,0.265347539,1
0.622222222,0.798886452,0,0,0.015151515,0.205980066,0.000226027,0.03266129,0.016129042,0.012364856,1.149170788,0,0.038368134,0.919930176,0.929256831,0.35459241,0.350999326,1
0.6,0.801417243,0,0,0.015151515,0.19269103,0.000213537,0.034913793,1.00E-08,0.013229646,1.138288858,0,0.034120706,0.91690613,0.919563218,0.294756731,0.290977799,0
0.755555556,0.797874135,0,0,0.007575758,0.176079734,0.000216787,0.019103773,0.018867934,0.015700898,1.099034253,0,0.034980439,0.919159544,0.922666667,0.323234984,0.320600632,0
0.577777778,0.800573646,0.028037383,0,0.015151515,0.19269103,0.000225435,0.034913793,1.00E-08,0.014573826,1.172771015,0,0.040830867,0.911318646,0.924505747,0.220595182,0.218941899,1
0.666666667,0.797030538,0.108333333,0,0.015151515,0.176079734,0.000193849,0.038207547,1.00E-08,0.016111461,1.029530206,0,0.038859046,0.913609364,0.924767296,0.334970277,0.330834841,1
0.577777778,0.799055171,0.007092199,0,0.015151515,0.169435216,0.000189012,0.039705882,1.00E-08,0.012173792,1.049719356,0,0.04286626,0.917574437,0.932745098,0.327961322,0.323663712,0
0.666666667,0.801079804,0.145833333,0,0.015151515,0.176079734,0.000180262,0.038207547,1.00E-08,0.011841741,1.048953108,0,0.048808603,0.911425577,0.933899371,0.263634014,0.261566296,1
0.577777778,0.800404927,0.015267176,0,0.015151515,0.172757475,0.000182995,0.038942307,0.019230779,0.015937101,1.001535771,0,0.046838188,0.924110385,0.93751634,0.322052109,0.317754499,1
0.577777778,0.797705416,0,0,0.022727273,0.19269103,0.000351532,0.052370689,0.017241389,0.017892151,1.180630403,0,0.047441247,0.927875244,0.928561404,0.305936073,0.302090844,1
0.666666667,0.79939261,0,0,0.015151515,0.182724252,0.000239247,0.036818181,1.00E-08,0.012290725,0.90172035,0,0.043108669,0.921969697,0.932084848,0.263262765,0.261021171,0
0.777777778,0.80242956,0,0,0.015151515,0.182724252,0.000231637,0.036818181,1.00E-08,0.024269131,0.900650125,0,0.043569421,0.926430976,0.9016,0.339476961,0.335491905,0
0.6,0.796861819,0,0,0.015151515,0.182724252,0.000249528,0.036818181,1.00E-08,0.015454713,1.069497903,0,0.052724786,0.915656566,0.939139394,0.309838107,0.305853051,0
0.688888889,0.801923401,0.044642857,0,0.007575758,0.169435216,0.000187765,0.019852941,1.00E-08,0.015894521,0.991473934,0,0.038764311,0.922476398,0.931660131,0.280687618,0.276927209,0
0.577777778,0.796186941,0.055555556,0,0.015151515,0.179401993,0.000158006,0.0375,1.00E-08,0.018816692,1.038514637,0,0.046655069,0.918552812,0.917098765,0.312278031,0.307204465,1
0.6,0.801079804,0.290540541,0,0.015151515,0.219269103,0.000245302,0.030681818,1.00E-08,0.017759738,1.082531514,0,0.041578561,0.92704826,0.940111111,0.261311748,0.258198423,1
0.577777778,0.798211574,0.226950355,0,0.007575758,0.169435216,0.000174753,0.019852941,0.019607853,0.011514978,1.235702079,0,0.038425336,0.906296296,0.93024,0.206575342,0.204109589,1
0.666666667,0.801417243,0.19379845,0,0.015151515,0.202657807,0.000232356,0.033196721,0.032786895,0.015416284,1.13895977,0,0.03648409,0.922944131,0.928915254,0.300441142,0.29788716,1
0.577777778,0.800742365,0.118181818,0,0.007575758,0.169435216,0.000218801,0.019852941,1.00E-08,0.019248487,1.073795921,0,0.044578084,0.918936093,0.92751634,0.282836422,0.278538813,1
0.622222222,0.797030538,0.008547009,0,0.015151515,0.182724252,0.000202874,0.036818181,1.00E-08,0.013630479,1.280856315,0,0.043165495,0.918350168,0.939975758,0.281195517,0.280199253,0
0.577777778,0.801923401,0.032,0,0.015151515,0.179401993,0.000197785,0.0375,1.00E-08,0.016268585,1.115173136,0,0.036400851,0.901748971,0.923074074,0.250126839,0.245814307,0
0.622222222,0.799730049,0.008547009,0,0.015151515,0.172757475,0.000164075,0.038942307,0.019230779,0.015820745,0.986688457,0,0.045330369,0.925744372,0.940640523,0.266183186,0.26349718,1
0.622222222,0.799223891,0.26618705,0,0.007575758,0.179401993,0.000195403,0.01875,0.018518528,0.013955349,1.048046246,0,0.035646264,0.91334731,0.92290566,0.223313518,0.221504265,1
0.577777778,0.801417243,0.062015504,0,0.015151515,0.179401993,0.000222156,0.0375,0.018518528,0.013127346,1.001478245,0,0.039884416,0.915618449,0.932062893,0.23985526,0.238821401,1
0.577777778,0.799223891,0.25,0,0.007575758,0.169435216,0.000212387,0.019852941,1.00E-08,0.01941333,1.04467321,0,0.046302814,0.895606391,0.926352941,0.280956218,0.278807413,1
0.555555556,0.796693099,0.15,0,0.015151515,0.179401993,0.000215133,0.0375,0.037037047,0.015224014,1.17603855,0,0.029609759,0.924145299,0.930948718,0.336143309,0.333508957,1
0.688888889,0.797705416,0,0,0.022727273,0.19269103,0.000263292,0.052370689,1.00E-08,0.013374594,1.010249352,0,0.043411586,0.918742018,0.927436782,0.34081247,0.337742088,1
0.577777778,0.800573646,0,0,0.015151515,0.176079734,0.000185015,0.038207547,1.00E-08,0.013984557,1.273143034,0,0.034831915,0.92793501,0.935044025,0.292323598,0.289738951,0
0.711111111,0.799730049,0,0,0.007575758,0.169435216,0.000216778,0.019852941,1.00E-08,0.01353306,1.181348638,0,0.045737369,0.914306463,0.933045752,0.25006715,0.248455547,0
0.6,0.800742365,0,0,0.015151515,0.189368771,0.000180948,0.035526315,1.00E-08,0.011666554,1.079571013,0,0.037950898,0.915854451,0.924643275,0.284306657,0.281663062,0
0.6,0.797199258,0.031746032,0,0.015151515,0.199335548,0.0002122,0.03375,0.016666676,0.015925582,1.075591591,0,0.040572218,0.924984306,0.939062147,0.294404458,0.293011377,1
0.666666667,0.799055171,0.169354839,0,0.007575758,0.189368771,0.000191532,0.017763158,1.00E-08,0.01496858,1.039968933,0,0.051938208,0.921864847,0.944362573,0.297524634,0.294881038,1
0.577777778,0.798211574,0.03968254,0,0.015151515,0.179401993,0.000209888,0.0375,1.00E-08,0.013017985,1.098290007,0,0.038650363,0.922153635,0.935617284,0.259512938,0.256976154,1
0.644444445,0.799730049,0.083333333,0,0.015151515,0.186046512,0.000305091,0.036160714,0.017857153,0.01630885,1.099374624,0,0.034167761,0.924410774,0.934460606,0.296388543,0.293150685,1
0.577777778,0.79652438,0,0,0.015151515,0.202657807,0.000261848,0.033196721,0.016393452,0.013637948,1.02469015,0,0.04252127,0.929320988,0.923855556,0.283333333,0.279680365,0
0.711111111,0.799898768,0.152173913,0,0.015151515,0.186046512,0.000170366,0.036160714,1.00E-08,0.01183255,1.134037173,0,0.036550276,0.932043651,0.927214286,0.273727984,0.270058708,1
0.622222222,0.796018222,0,0,0.015151515,0.176079734,0.000169489,0.038207547,1.00E-08,0.012287981,1.14162517,0,0.03937122,0.921558351,0.939886792,0.339105712,0.335745671,0
0.577777778,0.799898768,0.183823529,0,0.015151515,0.179401993,0.000194592,0.0375,1.00E-08,0.016019156,1.033748832,0,0.035967602,0.914008916,0.928098765,0.263318113,0.261035008,1
0.733333333,0.801754682,0,0,0.015151515,0.176079734,0.000242994,0.038207547,0.018867934,0.017171888,1.052698222,0,0.044066915,0.92156339,0.940423077,0.328240253,0.325079031,0
0.666666667,0.799055171,0.115702479,0,0.015151515,0.179401993,0.0002609,0.0375,1.00E-08,0.01492395,1.060163571,0,0.042844012,0.921039095,0.919074074,0.317351598,0.313039066,1
0.711111111,0.800404927,0,0,0.015151515,0.169435216,0.000186534,0.039705882,1.00E-08,0.00883352,1.030688937,0,0.029474499,0.917755991,0.929084967,0.233145313,0.232339511,0
0.577777778,0.800236207,0,0,0.015151515,0.186046512,0.00028117,0.036160714,1.00E-08,0.01799921,1.076396638,0,0.044055754,0.920965608,0.92927381,0.324119374,0.320939335,0
0.577777778,0.79956133,0.112781955,0,0.015151515,0.172757475,0.000205905,0.038942307,1.00E-08,0.013190852,1.03009843,0,0.037234117,0.915687322,0.942320513,0.311907271,0.308746048,1
0.6,0.799730049,0.219858156,0,0.015151515,0.169435216,0.000182937,0.039705882,0.039215696,0.01370475,0.986427788,0,0.041879864,0.931216931,0.938040816,0.301090299,0.297735533,1
0.622222222,0.797705416,0,0,0.015151515,0.172757475,0.000159376,0.038942307,1.00E-08,0.023018961,1.297060569,0,0.036214465,0.923076923,0.927948718,0.273972603,0.271074816,0
0.6,0.797874135,0.205882353,0,0.015151515,0.189368771,0.000244141,0.035526315,1.00E-08,0.016276121,1.045516579,0,0.037761661,0.926575699,0.936888889,0.301129536,0.296563326,1
0.555555556,0.799055171,0.212121212,0,0.015151515,0.176079734,0.00019214,0.038207547,0.018867934,0.016703147,1.245119293,0,0.036979351,0.923611111,0.926012821,0.329557429,0.326923077,1
0.555555556,0.801079804,0.136690648,0,0.015151515,0.172757475,0.000186353,0.038942307,0.019230779,0.014064682,1.053711984,0,0.030598317,0.91503268,0.933137255,0.312382487,0.30915928,1
0.555555556,0.79652438,0.091666667,0,0.015151515,0.169435216,0.000184976,0.039705882,0.019607853,0.015855162,1.016704664,0,0.043688302,0.922407407,0.922906667,0.319452055,0.314520548,1
0.577777778,0.79652438,0.107438017,0,0.022727273,0.172757475,0.000212696,0.058413461,1.00E-08,0.014715303,1.139399961,0,0.033429103,0.915242165,0.933987179,0.322444679,0.317702845,1
0.555555556,0.801754682,0.164179105,0,0.015151515,0.182724252,0.000195313,0.036818181,0.018181828,0.014551321,1.109469834,0,0.048470874,0.923353909,0.935679012,0.281582953,0.278031456,1
0.622222222,0.799223891,0.133333333,0,0.015151515,0.196013289,0.000204498,0.034322034,0.016949162,0.014667761,1.236640159,0,0.040609888,0.914272031,0.913643678,0.317194143,0.31341521,1
0.555555556,0.798886452,0,0,0.007575758,0.176079734,0.000227382,0.019103773,1.00E-08,0.011948774,0.980972953,0,0.045028192,0.91509434,0.918704403,0.268803308,0.266994055,0
0.577777778,0.798549013,0.058333333,0,0.015151515,0.169435216,0.000175137,0.039705882,0.019607853,0.01161708,1.123103216,0,0.033159031,0.917037037,0.9324,0.309589041,0.30630137,1
0.622222222,0.795849502,0.048,0,0.015151515,0.176079734,0.000250038,0.038207547,1.00E-08,0.017004481,0.991795015,0,0.040567061,0.920248078,0.945408805,0.275523391,0.270612561,1
0.644444445,0.797367977,0.025210084,0,0.015151515,0.19269103,0.000213738,0.034913793,1.00E-08,0.012434171,0.979189454,0,0.048741616,0.924968072,0.936655172,0.260982522,0.25862069,1
0.666666667,0.800573646,0,0,0.015151515,0.212624585,0.000206356,0.031640625,1.00E-08,0.014142969,1.070866028,0,0.036831525,0.932002315,0.93384375,0.255565068,0.25385274,0
0.666666667,0.798211574,0.015503876,0,0.015151515,0.199335548,0.000220174,0.03375,1.00E-08,0.017430044,0.996058414,0,0.033405759,0.925462963,0.942477778,0.246803653,0.244748858,0
0.555555556,0.798042855,0.106060606,0,0.007575758,0.176079734,0.000233012,0.019103773,1.00E-08,0.017551165,1.038131046,0,0.029947483,0.919287212,0.938716981,0.236495218,0.234685965,1
0.622222222,0.788594567,0.126506024,0,0.015151515,0.176079734,0.0003281,0.038207547,1.00E-08,0.010605122,0.954059823,0,0.050640309,0.895877009,0.926440252,0.309640734,0.306022228,1
0.622222222,0.797536696,0.188311688,0,0.015151515,0.176079734,0.000315837,0.038207547,1.00E-08,0.020325738,0.930891808,0,0.034173528,0.92557652,0.940679245,0.295942104,0.292582063,1
0.666666667,0.796861819,0,0,0.015151515,0.186046512,0.000280629,0.036160714,0.017857153,0.011200871,0.98304244,0,0.040267131,0.92020202,0.923345455,0.24234122,0.238854296,0
0.666666667,0.800236207,0,0,0.015151515,0.189368771,0.000215543,0.035526315,0.035087729,0.01667471,1.058028823,0,0.041849052,0.932491582,0.938339394,0.284433375,0.280448319,1
0.555555556,0.795680783,0,0,0.015151515,0.189368771,0.000247533,0.035526315,1.00E-08,0.012986347,0.983339635,0,0.051804784,0.920565302,0.934690058,0.306416727,0.303292478,0
0.733333333,0.797705416,0,0,0.015151515,0.186046512,0.000177197,0.036160714,0.017857153,0.0123754,0.90807063,0,0.040348785,0.916161616,0.933793939,0.310834371,0.308592777,0
0.622222222,0.798549013,0.0625,0,0.015151515,0.182724252,0.000191142,0.036818181,0.018181828,0.012480077,1.096502599,0,0.043685556,0.919410151,0.932283951,0.344241502,0.3384069,1
0.666666667,0.798549013,0,0,0.007575758,0.169435216,0.000187148,0.019852941,0.019607853,0.010953702,1.090088524,0,0.037896999,0.927962963,0.931866667,0.260821918,0.258356164,0
0.6,0.800911085,0.227272727,0,0.015151515,0.172757475,0.000222847,0.038942307,0.038461548,0.016387446,1.083406612,0,0.037042565,0.919444444,0.930053333,0.32109589,0.318082192,1
0.644444445,0.798042855,0.04,0,0.015151515,0.182724252,0.000202396,0.036818181,1.00E-08,0.014357737,1.13647453,0,0.030611874,0.924410774,0.938278788,0.335990037,0.333499377,0
0.577777778,0.798042855,0.03968254,0,0.015151515,0.176079734,0.00014626,0.038207547,1.00E-08,0.01586611,1.029530206,0,0.040506634,0.922257163,0.936591195,0.264150943,0.260790902,1
0.622222222,0.800573646,0.167883212,0,0.03030303,0.182724252,0.000261208,0.073636363,1.00E-08,0.013740489,1.144762611,0,0.031191784,0.919023569,0.940072727,0.224408468,0.22117061,1
0.555555556,0.799898768,0.255172414,0,0.015151515,0.186046512,0.000164412,0.036160714,0.017857153,0.015977423,1.037138492,0,0.034007405,0.914983165,0.938787879,0.292652553,0.289663761,1
0.733333333,0.796693099,0.112781955,0,0.015151515,0.169435216,0.000226256,0.039705882,1.00E-08,0.014576895,1.152225927,0,0.039002109,0.924110385,0.923281046,0.331184529,0.326886919,1
0.711111111,0.799223891,0,0,0.007575758,0.179401993,0.000195132,0.01875,1.00E-08,0.014283964,1.018361375,0,0.039933532,0.91563786,0.923901235,0.269406393,0.265854896,0
0.622222222,0.801079804,0.216666667,0,0.007575758,0.19269103,0.000199615,0.017456896,1.00E-08,0.013847569,1.064887414,0,0.038331254,0.931353768,0.93845977,0.222248465,0.220358999,1
0.577777778,0.798886452,0,0,0.015151515,0.179401993,0.000169088,0.0375,1.00E-08,0.012763714,1.129470549,0,0.038019443,0.923868313,0.938123457,0.266869609,0.265093861,0
0.577777778,0.800067488,0.086956522,0,0.015151515,0.182724252,0.000325521,0.036818181,1.00E-08,0.01854994,0.995701672,0,0.04542992,0.916835017,0.933830303,0.289414695,0.288169365,1
0.555555556,0.797536696,0,0,0.015151515,0.205980066,0.000317623,0.03266129,0.016129042,0.014039909,0.911865079,0,0.028734701,0.920006072,0.943191257,0.252414103,0.24971929,0
0.666666667,0.798549013,0.153153153,0,0.015151515,0.19269103,0.000213235,0.034913793,0.017241389,0.019683219,1.064887414,0,0.032303467,0.915529565,0.930339181,0.277817832,0.27421293,1
0.666666667,0.798211574,0.015267176,0,0.015151515,0.199335548,0.000192505,0.03375,0.016666676,0.014586933,1.037969615,0,0.049201594,0.903327056,0.931887006,0.304156025,0.300673322,1
0.644444445,0.803273157,0,0,0.015151515,0.169435216,0.000186972,0.039705882,1.00E-08,0.014231232,0.991473934,0,0.035672929,0.927559913,0.934026144,0.320977706,0.318560301,0
0.711111111,0.800573646,0,0,0.007575758,0.199335548,0.00021522,0.016875,1.00E-08,0.018853539,0.962725662,0,0.033869309,0.920061728,0.934544444,0.246803653,0.244520548,0
0.733333333,0.798380294,0,0,0.015151515,0.169435216,0.000206551,0.039705882,1.00E-08,0.015107941,1.002720391,0,0.046951453,0.908133624,0.930078431,0.301369863,0.299221058,0
0.622222222,0.79939261,0,0,0.022727273,0.172757475,0.000193545,0.058413461,0.019230779,0.017356387,0.948227589,0,0.044595195,0.916303558,0.934575163,0.31345689,0.309696481,1
0.688888889,0.79956133,0.265306122,0,0.015151515,0.182724252,0.000233146,0.036818181,0.018181828,0.012680009,1.081394913,0,0.04844221,0.918552812,0.93291358,0.274733638,0.271689498,1
